_id,name,sanitizedName,bio
64cc2db4830ba29148dae3ab,Samuel Langhorne Clemens,samuellanghorneclemens,"Samuel Langhorne Clemens (November 30, 1835 – April 21, 1910), best known by his pen name Mark Twain, was an American writer, humorist, entrepreneur, publisher, and lecturer. He was praised as the ""greatest humorist the United States has produced"", and William Faulkner called him ""the father of American literature"". His novels include The Adventures of Tom Sawyer (1876) and its sequel, Adventures of Huckleberry Finn (1884), the latter of which has often been called the ""Great American Novel"". Twain also wrote A Connecticut Yankee in King Arthur's Court (1889) and Pudd'nhead Wilson (1894), and co-wrote The Gilded Age: A Tale of Today (1873) with Charles Dudley Warner.\nTwain was raised in Hannibal, Missouri, which later provided the setting for Tom Sawyer and Huckleberry Finn. He served an apprenticeship with a printer and then worked as a typesetter, contributing articles to the newspaper of his older brother Orion Clemens. He later became a riverboat pilot on the Mississippi River before heading west to join Orion in Nevada. He referred humorously to his lack of success at mining, turning to journalism for the Virginia City Territorial Enterprise. His humorous story ""The Celebrated Jumping Frog of Calaveras County"" was published in 1865, based on a story that he heard at Angels Hotel in Angels Camp, California, where he had spent some time as a miner. The short story brought international attention and was even translated into French. His wit and satire, in prose and in speech, earned praise from critics and peers, and he was a friend to presidents, artists, industrialists, and European royalty. Although initially an ardent American imperialist who spoke out strongly in favor of American interests in the Hawaiian Islands, he later became vice president of the American Anti-Imperialist League from 1901 until his death in 1910, coming out strongly against the Philippine-American War.Twain earned a great deal of money from his writing and lectures, but invested in ventures that lost most of it, such as the Paige Compositor, a mechanical typesetter that failed because of its complexity and imprecision. He filed for bankruptcy in the wake of these financial setbacks, but in time overcame his financial troubles with the help of Standard Oil executive Henry Huttleston Rogers. He eventually paid all his creditors in full, even though his declaration of bankruptcy meant he was not required to do so. \nTwain was born shortly after an appearance of Halley's Comet, and he predicted that he would ""go out with it"" as well, dying a day after the comet was at its closest to Earth."
64cc2db4830ba29148dae3b7,Webb Garrison,webbgarrison,
64cc2db4830ba29148dae3d9,G. D. Gearino,gdgearino,
64cc2db4830ba29148dae406,Sandy Troy,sandytroy,
64cc2db4830ba29148dae43b,Aritha Herk,arithaherk,
64cc2db4830ba29148dae43d,Richard B. Wright,richardbwright,"Richard Bruce Wright  (March 4, 1937 – February 7, 2017) was a Canadian novelist. He was known for his break-through 2001 novel Clara Callan, which won three major literary awards in Canada: The Giller Prize, the Trillium Book Award, and the Governor General's Award."
64cc2db4830ba29148dae442,Katrina Kittle,katrinakittle,"Katrina Kittle is an American novelist from Dayton, Ohio. She is an alumna of Ohio University, where she earned degrees in English and Education, and Spalding University, where she earned an MFA. She was a middle school teacher at The Miami Valley School, and an English teacher at Centerville High School. She currently works at the Miami Valley Fair Housing Center on a part-time basis, which allows her time to write. She is the author of several novels, including Traveling Light (2000), Two Truths and a Lie (2001), The Kindness of Strangers (2006), The Blessings of the Animals (2010), and Reasons to Be Happy (2011). Traveling Light and Two Truths and a Lie were released by Warner Books, and The Kindness of Strangers was released by William Morrow. A softcover edition of The Kindness of Strangers was released in 2007.\nMuch of Kittle's work deals with large, often overwhelming issues and their effects on individuals or families. Traveling Light is about a woman coming to terms with her brother's AIDS diagnosis, and The Kindness of Strangers is about child sexual abuse.\nKittle is represented by Lisa Bankoff of International Creative Management. Her current publisher is HarperCollins. Kittle frequently appears at the Antioch Writers' Workshop in Yellow Springs, Ohio, an annual week-long high-intensity writing workshop."
64cc2db4830ba29148dae451,Peter Delacorte,peterdelacorte,
64cc2db4830ba29148dae455,Bill Sloan,billsloan,Dr. William Sloan  is a Canadian retired ice hockey goaltender who previous had the most career wins in NCAA history.
64cc2db4830ba29148dae45e,Trey Ellis,treyellis,"Trey Ellis (born 1962) is an American novelist, screenwriter, professor, playwright, and essayist.\nHe was born in Washington D.C. and graduated from Hopkins School and Phillips Academy, Andover, where he studied under Alexander Theroux before attending Stanford University, where he was the editor of the Stanford Chaparral and wrote his first novel, Platitudes in a creative writing class taught by Gilbert Sorrentino. He is a Professor of Professional Practice in the Graduate School of the Arts at Columbia University."
64cc2db4830ba29148dae475,Carol Card Otten,carolcardotten,
64cc2db4830ba29148dae496,Paul B. Brown,paulbbrown,
64cc2db4830ba29148dae4b7,Judy Markey,judymarkey,
64cc2db4830ba29148dae4c5,Joana McIntyre Varawa,joanamcintyrevarawa,
64cc2db4830ba29148dae4c9,Brenda Kinsel,brendakinsel,
64cc2db4830ba29148dae4ca,Raphael Carter,raphaelcarter,"Cameron Reed is an American science fiction author whose work, while sparse, has met with considerable acclaim."
64cc2db4830ba29148dae4d0,Herman E. Daly,hermanedaly,"Herman Edward Daly (July 21, 1938 – October 28, 2022) was an American ecological and Georgist economist and professor at the School of Public Policy of University of Maryland, College Park in the United States, best known for his time as a senior economist at the World Bank from 1988 to 1994. In 1996, he was awarded the Right Livelihood Award for ""defining a path of ecological economics that integrates the key elements of ethics, quality of life, environment and community."""
64cc2db4830ba29148dae4d1,John Cobb,johncobb,John Cobb may refer to:
64cc2db4830ba29148dae4e1,Don Sellers,donsellers,
64cc2db4830ba29148dae50c,Richard A Barrett,richardabarrett,
64cc2db4830ba29148dae50d,Wayne Muller,waynemuller,
64cc2db4830ba29148dae539,Karen Gravelle,karengravelle,
64cc2db4830ba29148dae53a,Jennifer Gravelle,jennifergravelle,
64cc2db4830ba29148dae552,Nanci Kincaid,nancikincaid,"Nanci Pierce Kincaid (born September 5, 1950) is an American novelist who wrote a short story collection titled Pretending the Bed Is a Raft (1997), as well as novels Crossing Blood (1991), Balls (1999), Verbena (2002), and As Hot As It Was You Ought to Thank Me (2005). The film My Life Without Me was based on the title story in Pretending the Bed Is a Raft. The story's plot is very similar to No Sad Songs for Me, novel written by Ruth Southard (New York, 1944). Her most recent novel is ""Eat, Drink, and be from Mississippi"" (Little, Brown, 2009)."
64cc2db4830ba29148dae559,Ross S. Bennett,rosssbennett,
64cc2db4830ba29148dae568,Chris Matthews,chrismatthews,"Christopher John Matthews (born December 17, 1945) is an American political commentator, retired talk show host, and author. Matthews hosted his weeknight hour-long talk show, Hardball with Chris Matthews, on America's Talking and later on MSNBC, from 1997 until March 2, 2020. He announced on his final episode that he was retiring, following an accusation that he had made inappropriate comments to a Hardball guest four years earlier. On that occasion, he stated: ""The younger generation's out there ready to take the reins. We see them in politics, in media, in fighting for their causes. They're improving the workplace."""
64cc2db4830ba29148dae56c,Steven Schindler,stevenschindler,
64cc2db4830ba29148dae56f,Michael Lane,michaellane,"Michael Lane may refer to:\n\nMichael Lane (character) (active since 2007), recurring character in Azrael comics\nMichael Lane (engineer) (1802–1868), British civil engineer\nMichael Lane (Royal Navy officer) (active since 2010), British politician and police commissioner\nJ. Michael Lane (1936–2020), American epidemiologist\nMichael R. Lane (born 1952), American education administrator\nMike Lane (1933–2015), American wrestler\nMike Lane (Magic Mike) (active since 2012), fictional male stripper\nMichael Lane Sylvester (born 1951), American operatic tenor\nBronco Lane (Michael Patrick Lane, born 1945), former British Army officer, mountaineer, and author"
64cc2db4830ba29148dae570,Jim Crotty,jimcrotty,"James Richard Crotty (March 3, 1938 - November 20, 2021) was an American football defensive back in the National Football League (NFL) for the Washington Redskins and in the American Football League (AFL) for the Buffalo Bills. He played college football at the University of Notre Dame and was drafted in the 12th round of the 1960 NFL Draft."
64cc2db4830ba29148dae571,Countess Alexandra Tolstoy,countessalexandratolstoy,
64cc2db4830ba29148dae577,Ulick OConnor,ulickoconnor,
64cc2db4830ba29148dae594,Tian Dayton  Ph.D.,tiandaytonphd,
64cc2db4830ba29148dae5ba,Marshall Saunders,marshallsaunders,"Margaret Marshall Saunders CBE (April 13, 1861 – February 15, 1947) was a prolific Canadian writer of children's stories and romance novels, a lecturer, and an animal rights advocate. She was an active member of the Local Council of Women of Halifax."
64cc2db4830ba29148dae5bd,Frank B. Linderman,frankblinderman,"Frank Bird Linderman (September 25, 1869 – May 12, 1938) was a Montana writer, politician, Native American ally and ethnographer. Born in Cleveland, Ohio, he went West as a young man and became enamored of life on the Montana frontier. While working as a trapper for several years, he lived with the Salish and Blackfeet tribes, learning their cultures. He later became an advocate for them and for other northern Plains Indians. He wrote about their cultures and worked to help them survive pressure from European Americans. For instance, he supported establishment of the Rocky Boy Indian Reservation in 1916 in Montana for landless Ojibwe (Chippewa) and Cree, and continued as an advocate for Native Americans to his death.\nLinderman worked at various jobs throughout his life: as a fur trapper, then an assayer, and later an agent for Guardian Insurance of America. He owned a hotel for two years. For another two years, he published a newspaper, the Sheridan Chinook. He served two terms in the Montana Legislature and campaigned for a seat in Congress. He published his first collection of Native American tribal stories in 1915 and wrote twenty more books over the next two decades. He wrote to share what he knew about Native American cultures and to preserve their traditional stories. His friend Charles Marion Russell, noted painter, illustrated many of these books."
64cc2db4830ba29148dae5be,Richard A. Lafleur,richardalafleur,
64cc2db4830ba29148dae5f2,Grimm,grimm,Grimm may refer to:
64cc2db4830ba29148dae5ff,Jens Christian Grondahl,jenschristiangrondahl,"Jens Christian Grøndahl (born 9 November 1959 in Lyngby) is a Danish writer.\nHis novel An Altered Light was shortlisted for the 2006 International Dublin Literary Award.In 1998 he won the Danish booksellers award De Gyldne Laurbær (The Golden Laurel) for his novel Lucca.In 2017, Grøndahl went on the record stating that ""It's never the woman's fault if a man decides to attack her. But, that said...well, when I look at the picture of the victim, the way she let herself be photographed, the look she gives the camera...I can't help but think that this is a girl who's looking for trouble."" regarding the beheading of journalist Kim Wall."
64cc2db4830ba29148dae601,Arthur Charles Fox-Davies,arthurcharlesfoxdavies,"Arthur Charles Fox-Davies (28 February 1871 – 19 May 1928) was a British expert on heraldry. His Complete Guide to Heraldry, published in 1909, has become a standard work on heraldry in England. A barrister by profession, Fox-Davies worked on several notable cases involving the peerage, and also worked as a journalist and novelist."
